experiences_offered,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month,24-Hour Check-in,Air Conditioning,Breakfast,BuzzerWireless Intercom,Cable TV,Carbon Monoxide Detector,Cat(s),Dog(s),Doorman,Dryer,Elevator in Building,Essentials,FamilyKid Friendly,Fire Extinguisher,First Aid Kit,Free Parking on Premises,Free Parking on Street,Gym,Hair Dryer,Hangers,Heating,Hot Tub,Indoor Fireplace,Internet,Iron,Kitchen,Laptop Friendly Workspace,Lock on Bedroom Door,Other pet(s),Paid Parking Off Premises,Pets Allowed,Pets live on this property,Pool,Safety Card,Shampoo,Smoke Detector,Smoking Allowed,Suitable for Events,TV,Washer,Washer  Dryer,Wheelchair Accessible,Wireless Internet,latitude,longitude
none,within a day,0.95,0.83,f,t,t,East Boston,f,Apartment,Private room,5,1,1,1,Real Bed,115,350,1500,100,100,2,40,1,1125,25,55,85,85,13,97,10,9,10,10,10,10,f,f,flexible,f,f,1,4.59,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,42.36839969472304,-71.03626337
none,within a day,1,0.75,f,t,t,East Boston,t,Condominium,Entire home/apt,4,1,2,2,Real Bed,124,800,3500,500,60,1,0,2,1125,0,0,6,22,9,98,10,10,10,10,9,10,f,f,flexible,f,f,1,0.75,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,42.38160865623668,-71.03492188
none,within an hour,1,1,f,t,t,East Boston,t,Condominium,Private room,2,1,1,1,Real Bed,99,1000,3500,100,25,2,0,1,1125,2,15,44,300,19,98,10,10,10,10,10,10,f,f,moderate,f,f,1,3.61,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,42.366296044800386,-71.03800818
none,within a few hours,0.81,1,f,t,t,East Boston,f,Apartment,Private room,2,1,1,1,Real Bed,88,1000,3500,100,100,1,0,1,5,3,3,6,6,9,93,10,10,10,9,9,10,f,f,flexible,f,f,1,6.59,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,42.36821050603441,-71.03430492
none,within an hour,1,1,f,t,f,East Boston,t,House,Entire home/apt,4,1,2,2,Real Bed,195,1200,3500,100,45,3,20,2,1125,21,43,73,121,17,95,10,10,9,10,9,9,f,f,moderate,f,f,1,3.59,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,42.383637057783716,-71.00009992
none,within a day,1,0.93,t,t,t,East Boston,t,House,Private room,2,1,1,1,Real Bed,70,395,3500,100,20,1,0,1,30,4,16,40,304,36,96,10,10,10,10,10,10,f,f,moderate,f,f,1,6,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,42.36422865818504,-71.02934771
none,within an hour,1,0.85,f,t,f,East Boston,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,110,643,2294,100,35,1,0,1,1125,1,3,8,279,76,86,9,8,9,10,9,8,f,f,moderate,f,f,2,3.12,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,42.36735646665322,-71.03920033
none,within a day,0.9,0.67,f,t,t,East Boston,t,Apartment,Private room,2,1,1,1,Real Bed,125,1000,3500,100,100,1,0,2,1125,0,0,0,0,1,100,10,10,10,10,10,10,f,t,flexible,f,f,2,0.21,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,42.36670992810208,-71.03712593
none,within an hour,0.92,1,f,t,f,East Boston,t,Boat,Entire home/apt,6,1,2,4,Real Bed,275,1500,4368,100,139,2,25,2,1125,0,0,0,248,29,91,9,10,10,10,8,9,f,t,strict,f,f,4,0.72,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,42.38154190555381,-71.03806232
none,within an hour,1,1,f,t,f,East Boston,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,65,1000,3500,100,100,1,0,8,9,1,1,1,1,1,80,8,8,8,10,10,8,f,f,flexible,f,f,1,0.05,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,42.366226219675376,-71.03143059
none,within an hour,1,1,f,t,t,East Boston,f,Apartment,Private room,2,1,1,1,Real Bed,87,1000,3500,100,100,1,0,1,1125,0,6,6,219,3,100,10,10,10,10,10,10,f,t,flexible,f,f,1,2.37,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,42.364069204368406,-71.02896741
none,within an hour,1,1,f,f,f,East Boston,t,House,Entire home/apt,4,2,2,2,Real Bed,225,1000,3500,100,100,1,0,2,1125,0,0,0,0,2,100,10,10,10,10,10,10,f,f,flexible,f,f,1,0.52,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,42.38366040503235,-71.00026054
none,within an hour,1,0.83,f,t,f,East Boston,t,Apartment,Private room,2,1,1,2,Real Bed,60,1000,1323,100,100,1,50,1,8,29,59,89,364,1,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,f,moderate,f,f,1,0.36,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,42.37871045505126,-71.03297003
none,within an hour,1,1,f,t,f,East Boston,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,150,1000,3500,100,100,1,0,2,1125,0,0,0,0,9,98,10,10,10,10,10,10,f,f,moderate,f,f,1,0.36,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,42.38736001166394,-71.01041902
none,within an hour,1,1,f,t,t,East Boston,t,Apartment,Private room,2,1,1,1,Real Bed,99,1000,3500,100,100,1,0,1,30,20,46,46,46,16,88,9,9,9,8,8,9,f,t,strict,f,f,11,10.67,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,42.36833507222235,-71.03603398
none,within an hour,0.92,1,f,t,f,East Boston,t,Boat,Entire home/apt,6,1,2,4,Real Bed,275,1850,4500,100,139,2,25,2,1125,23,53,83,358,17,89,9,9,10,10,8,8,f,t,strict,f,f,4,1.46,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,42.383684892239756,-71.03808076
none,within an hour,1,1,f,t,t,East Boston,t,House,Private room,2,1.5,1,1,Real Bed,85,1000,3500,150,10,1,27,1,1125,20,47,77,135,21,93,10,10,10,10,9,9,f,f,flexible,f,f,1,6.56,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,42.37712966466541,-71.03673317
none,within an hour,1,0.94,f,t,f,East Boston,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,135,1000,3500,100,40,2,25,1,1125,28,58,88,363,7,47,4,4,9,9,7,4,f,f,strict,f,f,11,1.62,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,42.363926094037296,-71.03033901
none,within an hour,0.83,1,f,t,t,East Boston,t,Apartment,Private room,2,1,1,1,Real Bed,100,1000,3500,100,100,1,0,1,1125,28,58,88,363,11,73,8,6,8,8,7,7,f,f,flexible,f,f,1,0.99,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,42.36472850605321,-71.03214033
none,within an hour,1,1,f,t,t,East Boston,t,House,Private room,3,2.5,1,2,Real Bed,72,1000,3500,100,20,1,15,1,180,30,60,90,90,58,84,9,8,9,9,9,8,f,f,strict,f,f,6,2.35,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,42.38468604171301,-71.00463999
none,within an hour,1,1,f,t,f,East Boston,t,Apartment,Entire home/apt,8,2,4,4,Real Bed,230,1000,3500,100,50,0,0,3,1125,19,19,19,19,8,90,10,9,10,9,9,9,f,t,flexible,f,f,2,2.07,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,42.389681729252764,-71.00471442
none,within a few hours,1,0.64,f,t,t,East Boston,f,Apartment,Private room,2,1,1,1,Real Bed,200,350,900,100,100,1,0,1,90,0,4,34,124,14,93,10,10,9,10,9,10,f,f,moderate,f,f,1,1.19,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,42.372437579813564,-71.03646968
none,within an hour,1,0.94,f,t,t,East Boston,f,Apartment,Private room,1,1,1,1,Real Bed,45,1000,3500,100,5,1,0,1,1,11,32,55,316,8,100,10,10,10,10,9,10,f,f,flexible,f,f,2,7.27,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,42.366904603169814,-71.03768085
none,within a few hours,1,0.86,f,t,f,East Boston,t,Apartment,Private room,4,1,1,1,Real Bed,90,1000,3500,100,100,2,30,1,1125,0,4,34,34,1,100,10,10,10,10,10,10,f,f,flexible,f,f,2,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,42.38772842497419,-71.01339573
none,within an hour,1,1,f,t,t,East Boston,t,House,Private room,3,2,1,2,Real Bed,72,1000,3500,100,20,1,15,1,1125,30,60,90,90,75,86,9,9,9,9,9,9,f,f,strict,f,f,6,3.13,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,42.386618593245366,-71.00525682
none,within an hour,1,1,f,t,t,East Boston,f,Apartment,Private room,1,1,1,1,Real Bed,98,1000,3500,100,100,1,0,2,1125,28,58,88,363,0,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,f,flexible,f,f,1,1.970908448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,42.378875435757855,-71.02910228
none,within an hour,1,0.98,f,t,t,East Boston,t,Apartment,Private room,1,1.5,1,1,Real Bed,79,325,1092,100,10,1,0,1,1125,26,54,84,359,90,94,9,10,10,10,10,9,f,f,strict,f,f,3,6.99,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,42.377832873360454,-71.03026247
none,within a day,0.7,0.7,f,t,f,Charlestown,t,Condominium,Entire home/apt,3,1,0,1,Real Bed,150,1000,3500,100,100,1,0,1,7,3,11,19,109,10,98,10,10,10,10,10,10,f,f,flexible,f,f,1,3,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,42.377380676697406,-71.05041079
none,within a few hours,1,0.75,f,t,t,Charlestown,f,Apartment,Entire home/apt,2,1,0,1,Pull-out Sofa,143,600,3500,200,100,1,0,2,365,3,3,3,251,16,96,10,10,10,10,10,10,f,f,moderate,f,f,1,0.45,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,42.38159417885396,-71.07891531
none,within a day,0.82,1,f,t,t,Charlestown,t,Apartment,Entire home/apt,3,1,2,2,Real Bed,225,1000,3500,150,50,3,25,2,7,10,40,70,160,7,97,10,9,10,10,9,9,f,f,moderate,f,f,1,0.59,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,42.376634352984695,-71.05237883
none,within a few hours,1,1,f,t,t,Charlestown,t,Townhouse,Private room,2,1.5,1,1,Real Bed,160,1000,3500,100,100,1,0,1,1125,27,53,83,83,0,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,f,flexible,f,f,2,1.970908448,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,42.383704883765326,-71.06564447
none,within a few hours,0.8,0.67,f,t,f,Charlestown,t,Bed & Breakfast,Private room,2,1,1,1,Real Bed,160,1000,3500,100,100,1,0,2,730,30,58,88,363,21,83,9,8,8,9,9,8,f,f,strict,f,f,2,0.35,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,42.37853324504035,-71.06176887
none,within an hour,1,1,f,t,f,Charlestown,t,Condominium,Entire home/apt,1,1,0,1,Real Bed,125,1000,3500,100,50,1,0,1,3,0,0,0,0,1,100,10,10,10,10,10,10,f,f,flexible,f,f,1,0.79,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,42.38037397683924,-71.06910599
none,within a few hours,1,0,t,t,f,Charlestown,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,199,1000,3500,100,25,1,0,1,1125,0,0,0,248,19,100,10,10,10,10,10,10,f,f,flexible,f,f,1,1.14,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,42.37772359797676,-71.05132419
none,within a day,0.9,0.6,f,t,t,Charlestown,f,House,Entire home/apt,6,3,3,4,Real Bed,600,1000,3500,500,100,1,0,4,28,4,34,64,339,4,100,10,10,10,10,10,9,f,f,strict,f,f,1,0.28,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,42.37643879614784,-71.06339455
none,within an hour,1,1,f,t,f,Charlestown,t,House,Private room,1,1,1,1,Real Bed,190,1000,3500,100,100,1,0,1,14,6,36,66,66,0,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,f,moderate,f,f,1,1.970908448,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,42.38192063033713,-71.06883694
none,within an hour,1,1,f,t,f,Charlestown,t,House,Entire home/apt,2,1,1,1,Real Bed,295,1500,3900,100,25,2,25,2,21,2,12,36,269,90,99,10,10,10,10,10,10,f,f,strict,f,f,3,1.17,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,42.37833821738547,-71.06662682
none,within an hour,1,1,f,t,f,Charlestown,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,250,1000,3500,100,100,1,0,2,10,11,29,59,59,0,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,t,flexible,f,f,1,1.970908448,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,42.376603293548115,-71.05380183
none,within an hour,1,1,f,t,t,Charlestown,t,Apartment,Entire home/apt,4,1,3,2,Real Bed,200,1000,3500,100,50,2,50,3,1125,0,0,0,0,1,80,10,10,10,8,8,8,f,f,strict,f,f,1,0.07,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,42.37603276384275,-71.06591866
none,within an hour,1,1,f,t,t,Charlestown,t,House,Entire home/apt,7,3,4,5,Real Bed,500,2800,3500,500,125,6,50,1,1125,10,25,45,314,112,93,10,10,10,10,10,9,f,f,strict,f,f,1,4.4,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,42.37191325559271,-71.0633302
none,within a few hours,1,1,f,t,t,Charlestown,t,House,Entire home/apt,4,1.5,3,3,Real Bed,299,999,3500,100,100,0,0,2,1125,0,0,8,14,26,95,9,10,10,10,10,10,f,f,strict,f,t,1,0.92,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,42.37889813,-71.06118226
none,within an hour,1,0,f,t,t,Charlestown,f,House,Entire home/apt,6,2,4,5,Real Bed,250,1500,4000,100,125,1,0,3,1125,0,0,0,74,4,100,10,10,10,10,10,10,f,f,flexible,f,f,1,0.85,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,42.380924917538636,-71.06756116
none,within an hour,1,0.88,f,t,t,Charlestown,t,Apartment,Entire home/apt,3,0,1,1,Real Bed,125,1000,3500,100,100,1,50,3,180,30,60,90,365,98,92,9,9,9,9,10,9,f,f,strict,t,t,2,1.33,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,42.37404333,-71.06117667
none,within an hour,1,1,f,t,f,Charlestown,t,Condominium,Entire home/apt,6,3,3,3,Real Bed,599,1000,3500,100,100,1,0,2,7,0,0,0,0,0,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,f,moderate,f,f,1,1.970908448,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,42.38382413902392,-71.06766904
none,a few days or more,0.17,1,f,t,f,Charlestown,t,Condominium,Private room,1,1.5,1,1,Real Bed,175,1000,3500,100,100,1,0,2,7,27,57,87,362,0,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,f,flexible,f,f,1,1.970908448,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,42.38181091994198,-71.06597189
none,within an hour,1,1,f,t,t,Charlestown,t,Apartment,Private room,2,1,1,1,Real Bed,150,1000,3500,100,100,1,0,1,1125,0,0,0,0,50,94,10,10,10,10,9,10,f,f,moderate,f,f,1,2.69,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,42.38018227537409,-71.06829119
none,within a day,1,0.94,f,t,t,Charlestown,t,Apartment,Entire home/apt,4,1,1,1,Real Bed,200,1000,3500,100,100,2,25,2,1125,16,43,73,73,7,97,9,9,10,10,10,10,f,f,moderate,f,f,1,2.84,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,42.383957953045204,-71.06771083
none,within an hour,1,1,f,t,t,Charlestown,t,Apartment,Private room,3,1,1,2,Real Bed,150,350,1100,100,100,1,0,1,1125,0,0,0,0,4,100,10,10,10,10,10,10,f,f,flexible,f,f,1,0.39,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,42.37980067757881,-71.06674953
none,within an hour,1,0.97,f,t,t,Charlestown,t,Condominium,Entire home/apt,6,2,2,4,Real Bed,234,1000,3500,100,75,4,25,2,14,11,14,38,126,14,99,10,10,9,10,9,9,f,t,moderate,f,f,1,5.83,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,42.37755837170107,-71.05133818
none,within a day,1,1,f,t,f,Charlestown,f,Apartment,Private room,2,1,1,1,Futon,200,1200,4000,100,25,1,0,1,1125,0,0,0,248,0,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,f,moderate,f,f,1,1.970908448,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,42.374065378925735,-71.06015515
none,within an hour,1,1,f,t,f,Charlestown,t,House,Entire home/apt,4,2.5,3,3,Real Bed,200,1000,3500,100,100,1,0,2,1125,0,0,0,0,5,100,10,10,10,10,10,10,f,t,flexible,f,f,1,2,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,42.37587127713306,-71.0575597
none,within an hour,1,1,f,t,t,Charlestown,t,House,Entire home/apt,2,1,1,1,Real Bed,249,1000,3500,100,100,1,0,2,30,28,58,88,88,0,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,t,flexible,f,f,1,1.970908448,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,42.379994051092865,-71.0665246
none,within a few hours,1,0,f,t,t,Charlestown,t,Apartment,Entire home/apt,4,2,2,2,Real Bed,320,1000,3500,100,100,4,0,3,10,0,0,0,9,6,100,10,10,10,10,9,10,f,f,strict,f,f,1,0.17,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,42.37618094303146,-71.05987824
none,within an hour,1,0.91,f,t,t,Charlestown,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,175,1000,3500,100,100,0,0,3,365,3,9,9,247,105,95,9,9,10,10,10,9,f,f,strict,t,t,2,2.11,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,42.378078688488884,-71.06343261
none,within an hour,1,0.91,f,t,t,Charlestown,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,199,1000,3500,100,100,0,0,3,365,11,23,23,269,166,94,9,9,10,10,10,9,f,f,strict,t,t,2,2.57,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,42.37757885,-71.06376412
none,within an hour,0.9,1,t,t,t,Charlestown,t,Apartment,Entire home/apt,6,2,3,3,Real Bed,375,2275,7500,500,80,1,0,2,1125,9,20,47,313,98,99,10,10,10,10,9,10,f,t,moderate,f,f,1,3.9,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,42.38134840856283,-71.06190761
none,within an hour,1,1,f,t,f,Charlestown,f,House,Entire home/apt,2,1,1,1,Real Bed,235,1300,3900,100,25,2,25,2,21,6,19,37,264,76,99,10,10,10,10,10,10,f,f,strict,f,f,3,1.04,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,42.376551110585275,-71.06676906
none,within a day,1,0.5,f,t,t,Charlestown,t,Apartment,Entire home/apt,2,1,0,2,Real Bed,175,1000,3500,500,100,2,15,1,7,2,12,42,317,33,93,9,9,10,10,10,9,f,f,flexible,f,f,1,1.56,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,42.377678065287505,-71.06480029
none,within a few hours,1,0.85,f,t,t,Charlestown,t,House,Private room,1,1,1,1,Real Bed,100,600,2000,200,100,0,0,1,2,3,13,25,60,39,96,10,10,10,10,10,10,f,f,strict,f,f,4,1.01,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,42.37502380569482,-71.05921093
none,within an hour,1,0.88,f,t,t,Charlestown,t,House,Private room,2,1,1,1,Real Bed,125,1000,3500,100,100,1,50,3,60,15,45,75,350,33,95,10,10,10,10,10,9,f,f,strict,t,t,2,0.53,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,42.37567505547794,-71.06080415
none,within an hour,1,1,t,t,t,Charlestown,t,Apartment,Entire home/apt,4,1,1,1,Real Bed,260,1000,3500,100,75,2,20,1,60,2,2,5,69,42,97,10,10,10,10,9,9,f,f,strict,f,f,1,2.67,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,42.37653226,-71.06157887
