experiences_offered,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month,24-Hour Check-in,Air Conditioning,Breakfast,BuzzerWireless Intercom,Cable TV,Carbon Monoxide Detector,Cat(s),Dog(s),Doorman,Dryer,Elevator in Building,Essentials,FamilyKid Friendly,Fire Extinguisher,First Aid Kit,Free Parking on Premises,Free Parking on Street,Gym,Hair Dryer,Hangers,Heating,Hot Tub,Indoor Fireplace,Internet,Iron,Kitchen,Laptop Friendly Workspace,Lock on Bedroom Door,Other pet(s),Paid Parking Off Premises,Pets Allowed,Pets live on this property,Pool,Safety Card,Shampoo,Smoke Detector,Smoking Allowed,Suitable for Events,TV,Washer,Washer  Dryer,Wheelchair Accessible,Wireless Internet,latitude,longitude
none,within an hour,1,0.94,f,t,t,East Boston,t,Apartment,Private room,2,1,1,1,Real Bed,83,1000,3500,100,15,1,10,2,1125,0,0,0,269,51,93,9,9,10,10,9,9,f,f,flexible,f,f,1,3.76,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,42.376154021517515,-71.03819742
none,within an hour,1,1,f,t,t,East Boston,t,House,Private room,2,2.5,1,1,Real Bed,64,1000,3500,100,20,1,15,1,180,24,24,24,24,41,80,9,8,9,9,9,8,f,t,strict,f,f,6,1.65,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,42.384597102637485,-71.00312329
none,within a few hours,1,1,f,t,t,East Boston,t,Apartment,Entire home/apt,3,1,1,2,Real Bed,63,1000,3500,500,50,1,0,1,1125,0,0,5,5,1,80,10,10,10,8,8,8,f,f,strict,f,f,1,0.13,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,42.38023267162577,-71.02894337
none,within a few hours,0.91,1,f,t,t,East Boston,t,Apartment,Entire home/apt,4,1,2,3,Real Bed,189,1300,3600,250,50,1,0,2,1125,3,11,30,117,39,97,10,10,10,10,9,9,f,f,strict,f,f,1,2.44,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,42.36479683265739,-71.03031285
none,within an hour,1,0.94,f,t,t,East Boston,t,Apartment,Entire home/apt,2,2,1,1,Real Bed,60,1000,3500,100,100,1,0,2,1125,17,47,77,77,37,84,9,9,10,10,9,9,f,f,strict,f,f,7,7.3,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,42.36893354,-71.03871042
none,within an hour,1,1,f,t,t,East Boston,t,Apartment,Private room,2,1,1,1,Real Bed,99,1000,3500,100,100,2,20,1,30,17,40,40,40,17,88,10,10,9,9,9,9,f,t,strict,f,f,11,11.59,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,42.36800728987766,-71.03531796
none,within a few hours,1,0.65,t,t,t,East Boston,t,Apartment,Private room,2,1,1,1,Real Bed,120,1000,3500,100,100,2,25,1,1125,17,43,73,348,37,98,10,10,10,10,9,10,f,f,moderate,f,f,2,7.07,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,42.38662286861839,-71.00739903
none,within an hour,1,1,f,t,f,East Boston,t,Apartment,Entire home/apt,4,1,2,3,Real Bed,150,1000,3500,100,30,0,0,5,1125,0,0,0,0,10,82,9,8,10,10,9,8,f,f,strict,f,f,1,0.34,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,42.375106871980606,-71.03371266
none,within an hour,1,1,f,t,t,East Boston,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,133,1000,3500,100,20,1,0,2,1125,13,33,63,338,9,91,10,10,10,10,9,9,f,f,moderate,f,f,1,7.11,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,42.375658664017465,-71.03266073
none,within an hour,1,1,f,t,t,East Boston,t,Apartment,Entire home/apt,6,1,2,3,Real Bed,250,1000,3500,100,100,1,0,1,1125,21,47,77,352,32,94,10,10,10,10,9,9,f,t,strict,f,f,2,2.01,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,42.38041097378514,-71.03069534
none,within a few hours,1,1,f,t,t,East Boston,t,Apartment,Private room,3,1,1,1,Real Bed,98,1000,3500,100,20,2,35,1,1125,1,1,1,1,57,96,9,10,10,10,9,10,f,f,moderate,f,f,1,12.95,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,42.36638654,-71.03328309
none,within a few hours,1,1,f,t,f,East Boston,f,Apartment,Private room,1,1,1,1,Real Bed,77,300,700,100,100,1,0,1,1125,3,22,38,313,21,94,10,10,10,10,9,10,f,f,flexible,f,f,1,2.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,42.36740937325516,-71.03681608
none,within a few hours,1,0.92,f,t,t,East Boston,t,Apartment,Entire home/apt,3,1,1,2,Real Bed,128,1000,3500,100,35,1,50,2,15,21,36,66,66,3,53,9,8,8,8,7,7,f,f,strict,f,f,1,2.09,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,42.38137917833585,-71.0395257
none,within a few hours,0.9,1,f,t,f,East Boston,f,Apartment,Entire home/apt,2,1,1,1,Real Bed,130,1000,3500,100,100,1,0,2,1125,0,0,7,89,13,98,10,10,10,10,10,10,f,f,flexible,f,f,1,3.9,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,42.36913651,-71.04094378
none,within an hour,1,1,f,t,t,East Boston,t,Apartment,Private room,2,1,1,1,Airbed,70,1000,3500,100,20,1,0,1,1125,0,0,3,278,5,92,10,10,10,10,10,9,f,f,flexible,f,f,4,0.47,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,42.37484037463057,-71.03204554
none,within a few hours,1,0.98,f,t,t,East Boston,t,Apartment,Entire home/apt,6,1,2,3,Real Bed,300,1000,3500,100,50,4,15,1,1125,0,0,0,0,2,100,10,10,10,10,10,10,f,f,moderate,f,f,2,0.18,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,42.37441280859101,-71.03399091
none,within an hour,1,0.94,f,t,t,East Boston,t,Apartment,Entire home/apt,2,2,1,1,Real Bed,60,1000,3500,100,100,1,0,2,1125,14,44,74,74,35,87,9,9,9,9,9,9,f,f,strict,f,f,7,5.61,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,42.36856642486891,-71.04089839
none,within an hour,1,1,f,t,t,East Boston,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,300,1500,4000,100,100,4,20,30,365,30,60,90,365,15,89,9,8,10,10,8,8,f,f,flexible,f,f,3,0.25,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,42.38066057619219,-71.03503979
none,within an hour,1,0.94,f,t,f,East Boston,t,Apartment,Entire home/apt,5,1,1,2,Real Bed,144,1000,3500,100,40,2,25,2,1125,13,40,70,345,13,75,8,7,10,10,9,8,f,f,strict,f,f,11,2.5,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,42.36485174235018,-71.03016542
none,within an hour,1,1,f,t,f,East Boston,t,Apartment,Shared room,2,1,1,1,Real Bed,60,1000,3500,100,100,1,20,1,7,12,29,56,56,0,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,f,flexible,f,f,1,1.970908448,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,42.373762392539554,-71.03807668
none,within an hour,0.99,1,f,t,t,East Boston,t,House,Private room,1,1,1,1,Real Bed,70,1000,3500,100,100,1,0,1,730,22,48,78,353,193,90,9,9,10,9,9,9,f,t,moderate,f,f,2,3.75,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,42.38302131319332,-71.0003318
none,within an hour,1,1,f,t,f,East Boston,t,House,Private room,2,1,1,1,Real Bed,95,1000,3500,100,100,1,0,1,1125,0,0,0,248,1,100,10,8,10,10,8,10,f,f,flexible,f,f,1,0.09,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,42.369023282812485,-71.0415446
none,within a few hours,1,0.87,t,t,t,East Boston,t,Apartment,Private room,2,1,1,1,Real Bed,85,1000,3500,100,100,1,0,1,1125,2,9,15,15,12,97,10,10,10,10,9,10,f,f,flexible,f,f,1,1.59,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,42.36909433369163,-71.03344142
none,within an hour,1,1,f,t,t,East Boston,t,Condominium,Entire home/apt,5,1,2,2,Real Bed,359,1000,3500,100,100,1,0,1,1125,29,59,89,364,0,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,t,flexible,f,f,3,1.970908448,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,42.37705141,-71.03118866
none,within an hour,1,1,f,t,f,East Boston,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,135,1000,3500,100,100,1,0,1,1125,2,14,43,318,30,94,10,10,10,10,9,9,f,t,moderate,f,f,1,19.15,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,42.37775680004031,-71.03474222
none,within an hour,1,1,f,t,t,East Boston,t,House,Entire home/apt,3,1,2,2,Real Bed,112,1250,3500,185,50,1,20,2,30,9,27,53,301,52,92,9,9,10,10,9,9,f,f,strict,t,t,1,1.34,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,42.38362468405895,-71.02023226
none,within an hour,1,1,f,t,t,East Boston,f,House,Private room,3,2.5,1,2,Real Bed,68,1000,3500,100,20,1,15,1,1125,26,56,86,86,42,86,9,8,10,9,9,8,f,f,strict,f,f,6,2.75,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,42.384529069178186,-71.004437
none,within an hour,1,1,f,t,t,East Boston,t,Apartment,Private room,2,1,1,1,Real Bed,99,1000,3500,100,100,1,0,1,25,19,45,45,45,25,86,9,9,9,9,9,9,f,t,strict,f,f,11,16.3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,42.36919461060086,-71.03607045
none,within a few hours,0.94,0.94,f,t,t,East Boston,f,Apartment,Entire home/apt,4,1,2,2,Real Bed,149,1000,3500,100,39,4,50,2,60,8,9,17,17,0,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,f,strict,f,f,1,1.970908448,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,42.37109354452248,-71.04210764
none,within an hour,1,1,f,t,t,East Boston,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,1000,3500,300,75,0,0,2,1125,8,22,52,177,16,94,10,10,10,10,9,10,f,f,strict,f,f,1,1.14,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,42.36382706230058,-71.02930344
none,within a day,1,0.67,f,t,t,East Boston,f,Apartment,Private room,2,1,1,1,Futon,65,393,1386,95,10,1,20,1,4,29,59,89,89,22,89,9,8,10,10,10,9,f,f,strict,f,f,1,1.99,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,42.37240876845487,-71.03867839
none,within an hour,1,1,f,t,t,East Boston,t,Apartment,Entire home/apt,5,1,2,2,Real Bed,250,1000,3500,250,95,4,35,1,1125,9,21,21,291,1,100,10,10,10,10,10,10,f,t,flexible,f,f,3,0.23,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,42.376947355304885,-71.03023024
none,within an hour,1,0.94,f,t,f,East Boston,t,Apartment,Entire home/apt,5,1,1,2,Real Bed,174,1000,3500,100,40,2,25,2,1125,23,53,83,358,3,67,7,4,9,9,9,7,f,f,strict,f,f,11,2.05,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,42.365112184701765,-71.03151329
none,within an hour,1,1,f,t,t,East Boston,t,Apartment,Private room,1,1,1,1,Real Bed,30,1000,3500,100,100,1,0,1,1125,0,0,0,0,0,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,f,flexible,f,f,1,1.970908448,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,42.36925900670464,-71.03613369
none,within a few hours,1,1,f,t,f,East Boston,t,Apartment,Entire home/apt,3,1,1,2,Real Bed,89,1000,3500,100,100,1,10,1,1125,0,0,0,63,320,88,9,9,10,10,9,9,f,f,moderate,f,f,1,8.73,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,42.36688488307615,-71.03615063
none,within an hour,1,1,f,t,t,East Boston,f,Apartment,Private room,3,1,1,2,Real Bed,95,1000,3500,150,35,2,25,1,1125,11,36,66,329,25,92,9,9,10,10,9,9,f,t,strict,f,f,2,4.1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,42.37899563988766,-71.03625737
none,within an hour,1,1,f,t,t,East Boston,t,Apartment,Entire home/apt,5,1,3,3,Real Bed,150,1000,2800,100,30,4,25,1,1125,7,31,57,215,59,84,9,9,9,9,9,9,f,t,moderate,f,f,4,5.28,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,42.375742670698116,-71.03180237
none,within an hour,1,1,f,t,t,East Boston,t,Apartment,Entire home/apt,9,1,2,5,Real Bed,250,1000,3500,100,100,1,0,1,1125,19,29,59,332,45,95,9,9,10,10,9,9,f,t,strict,f,f,2,4.07,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,42.378297679136764,-71.03398043
none,within an hour,0.92,0.96,f,t,t,East Boston,t,Apartment,Private room,1,1,1,1,Real Bed,85,1000,3500,200,100,1,30,1,2,18,47,77,77,11,100,10,10,10,10,10,10,f,f,moderate,f,f,1,7.67,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,42.37199623859463,-71.03800736
none,within an hour,1,1,f,t,t,East Boston,t,Apartment,Private room,2,1,1,1,Real Bed,99,1000,3500,100,100,1,0,1,25,20,46,46,46,15,92,9,9,9,9,9,9,f,t,strict,f,f,11,12.16,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,42.36947992644604,-71.03625961
none,within a few hours,1,1,f,t,f,East Boston,f,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,1000,3500,100,50,1,0,4,10,12,32,62,337,4,100,10,8,10,10,10,10,f,f,flexible,f,f,1,1.64,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,42.37045480727794,-71.04025851
none,within an hour,1,1,f,t,t,East Boston,t,Apartment,Entire home/apt,5,1,3,4,Real Bed,140,1000,3500,100,50,2,20,1,1125,2,9,34,296,8,98,10,10,10,10,10,10,f,t,flexible,f,f,1,8,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,42.378221376577315,-71.03031215
none,within an hour,1,1,f,t,t,East Boston,t,Apartment,Entire home/apt,3,1,0,2,Real Bed,99,1000,3500,350,40,2,10,3,1125,0,0,16,17,25,83,8,9,9,10,8,9,f,f,moderate,f,f,2,2.57,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,42.37671712966943,-71.0365503
none,within an hour,1,0.99,f,t,t,East Boston,t,Condominium,Entire home/apt,4,1,2,2,Real Bed,99,1000,3500,300,99,1,0,2,1125,5,17,44,315,23,92,10,9,10,10,9,9,f,t,strict,f,f,8,3.37,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,42.36996541,-71.0398749
none,within a few hours,0.97,0.81,f,t,t,East Boston,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,199,1000,3500,100,50,1,0,2,1125,15,45,75,350,1,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,f,moderate,f,f,17,0.23,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,42.36670231859854,-71.04192446
none,within an hour,1,1,f,t,t,East Boston,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,70,524,1848,350,40,1,0,21,1125,0,0,4,122,49,90,9,9,10,10,9,9,f,f,moderate,f,f,2,2.74,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,42.386187112481814,-71.00461976
none,within an hour,1,1,f,t,t,East Boston,t,House,Private room,1,1,1,1,Real Bed,80,450,1500,500,100,1,0,7,9999,29,59,89,364,1,80,10,6,10,10,6,6,f,t,flexible,f,f,1,0.1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,42.38921070848658,-71.00268252
none,within an hour,1,1,f,t,t,East Boston,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,145,1000,3500,100,35,2,15,1,1125,2,10,17,36,9,96,10,10,10,10,9,10,f,f,flexible,f,f,1,2.67,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,42.37913076332394,-71.03982748
none,within an hour,1,0.93,f,t,t,East Boston,t,Apartment,Entire home/apt,3,1,0,2,Real Bed,110,1000,3500,100,25,1,0,1,5,0,0,7,27,60,95,10,9,10,10,9,9,f,f,moderate,f,f,1,4.18,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,42.36709820439286,-71.03334924
none,within an hour,1,0.78,f,t,f,East Boston,t,Boat,Entire home/apt,6,1,1,4,Real Bed,175,1000,3500,100,139,1,0,1,1125,19,40,70,342,0,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,f,strict,f,f,1,1.970908448,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,42.38167016379894,-71.03991829
none,within an hour,1,1,f,t,t,East Boston,f,Apartment,Private room,1,1,1,1,Real Bed,40,1000,3500,100,20,1,0,1,1125,3,21,49,309,7,97,9,10,10,10,10,10,f,f,moderate,f,f,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42.37003917833851,-71.0398908
none,within a day,1,0.64,f,t,t,East Boston,t,House,Private room,2,1,1,1,Real Bed,89,476,2108,100,100,1,10,1,1125,0,0,1,276,6,93,10,9,10,9,10,9,f,f,flexible,f,f,1,0.5,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,42.36924093862753,-71.04154479
none,within an hour,1,0.99,f,t,f,East Boston,t,Apartment,Private room,2,1,1,1,Real Bed,105,900,3500,100,100,1,0,1,1125,0,1,2,277,198,87,9,8,9,9,9,9,f,f,moderate,f,f,3,8.6,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,42.36781282979623,-71.0348502
none,within an hour,1,0.94,f,t,t,East Boston,t,Townhouse,Private room,1,1,1,1,Real Bed,44,1000,3500,100,5,1,15,1,1,5,22,42,88,24,96,9,10,10,10,9,10,f,f,moderate,f,f,2,10.75,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,42.36692052511178,-71.03828529
none,within an hour,1,1,f,t,t,East Boston,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,320,1800,4200,100,100,4,25,28,365,15,45,75,350,17,91,9,10,10,10,9,9,f,f,strict,f,f,3,0.27,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,42.37932676415325,-71.03376094
none,within an hour,0.99,1,f,t,t,East Boston,t,House,Private room,2,1,1,1,Real Bed,75,1000,3500,100,100,1,15,1,730,13,36,66,341,271,86,9,9,9,9,9,9,f,t,moderate,f,f,2,3.44,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,42.38382803668675,-71.00038139
none,within a few hours,1,0.86,f,t,f,East Boston,t,Apartment,Private room,3,1,1,1,Real Bed,95,1000,3500,100,100,2,30,1,1125,0,4,34,34,2,90,10,8,10,10,10,8,f,f,flexible,f,f,2,2,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,42.38817299,-71.01272171
none,within an hour,1,1,f,t,t,East Boston,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,181,1000,3500,100,30,4,25,1,1125,11,30,51,322,71,95,10,10,10,10,9,9,f,t,moderate,f,f,4,5.92,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,42.374965748226955,-71.03336978
none,within a few hours,1,0.98,f,t,t,East Boston,t,Apartment,Private room,3,1,1,2,Real Bed,120,1000,3500,100,100,2,10,1,1125,0,15,43,71,174,95,10,10,10,10,9,9,f,f,moderate,f,f,2,8.49,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,42.374169231104524,-71.03424003
none,within an hour,1,1,f,t,t,East Boston,f,Apartment,Entire home/apt,2,1,1,1,Real Bed,70,1000,3500,100,10,1,0,5,1125,0,0,0,0,2,90,10,10,10,9,10,9,f,f,flexible,f,f,1,0.24,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,42.36582858260108,-71.03528527
none,within an hour,1,0.98,f,t,t,East Boston,t,Apartment,Private room,2,1,1,1,Real Bed,89,1000,3500,100,10,1,35,1,1125,27,56,86,361,65,95,10,10,10,10,10,9,f,f,strict,f,f,3,6.41,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,42.37657262,-71.03294266
